K,n,m,alpha,beta,G,price_term,fairness_term1,fairness_term2,objective,t,gap,status,dd_face1_time,dd_face1_gap,dd_face1_status,dd_face2_time,dd_face2_gap,dd_face2_status
2,5,3,0.0,0.0,0.2017300391044468,0.07253302473876115,0.05814709021890019,0.07104992414678546,0.005261039677753737,0.0004971027374267578,0.0,optimal,0.18463492393493652,0.0,optimal,0.3459470272064209,0.0,optimal
2,5,3,0.25,0.25,0.1669773206233163,0.07710637458175981,0.05618796349437266,0.033682982547183826,0.004045604139301039,0.0006649494171142578,0.0,optimal,0.48517489433288574,0.0,optimal,0.40331006050109863,0.0,optimal
2,5,3,0.0,0.5,0.15886403909482621,0.07984512158172151,0.0556519607369233,0.02336695677618139,0.00346062905468991,0.00045418739318847656,0.0,optimal,0.45894503593444824,0.0,optimal,0.4804410934448242,0.0,optimal
2,5,3,0.5,0.0,0.19535725572515744,0.07266477394340852,0.057816200890784264,0.06487628089096464,0.004311441228845092,0.0005400180816650391,0.0,optimal,0.4453098773956299,0.0,optimal,0.49384188652038574,0.0,optimal
