alpha,beta,objective,dd_face1_time,dd_face1_gap,dd_face1_status,dd_face2_time,dd_face2_gap,dd_face2_status,G,price_term,fairness_term1,fairness_term2
0.0,0.0,0.006220800000000008,0.2413020133972168,0.0,optimal,0.4428281784057617,0.0,optimal,0.20702519523829993,0.07887204828074397,0.05842164750228951,0.06973149945526647
0.25,0.25,0.0042396626813151084,0.4599800109863281,0.0,optimal,0.40108394622802734,0.0,optimal,0.157466029507067,0.08209263060713795,0.05557071597864899,0.019802682921280068
0.0,0.5,0.0035656731254404064,0.35662317276000977,0.0,optimal,0.33387303352355957,0.0,optimal,0.15746602950706873,0.08209263060713795,0.055570715978649377,0.0198026829212814
0.5,0.0,0.004816944448440089,0.4329829216003418,0.0,optimal,0.4126451015472412,0.0,optimal,0.20702519523825652,0.07887204828074394,0.05842164750227585,0.06973149945523671
