seed,K,m,n,size,alpha,beta,dd_face1_time,dd_face1_status,dd_face2_time,dd_face2_status,hybrid_time,hybrid_status,objective,G,price_term,fairness_term1,fairness_term2
0,8,10,20,big,0.5,0.0,50.01210594177246,time_limit,7.760082006454468,optimal,0.00820016860961914,optimal,0.01570185547677096,0.06482699156883134,0.6953400094225951,0.24047992878161265,0.0
0,8,10,20,big,0.0,0.5,50.00924611091614,time_limit,8.983213901519775,optimal,0.009562015533447266,optimal,0.012080022566221642,0.07497591350060653,0.6941570740463432,0.25649427320070445,0.008206275648201311
0,8,20,5,small,0.0,0.0,1.096039056777954,optimal,3.6980719566345215,optimal,0.0022258758544921875,optimal,0.00571331590654247,0.09791889280476326,0.1690165066871054,0.05995908600438885,0.05662070571679356
0,8,20,5,small,0.25,0.25,0.9633891582489014,optimal,5.473664045333862,optimal,0.0035560131072998047,optimal,0.0032511708658312134,0.06264071338912662,0.1751326110066107,0.044906152014495986,0.022000922185992478
0,8,20,5,small,0.5,0.0,1.7298967838287354,optimal,3.6832098960876465,optimal,0.002087116241455078,optimal,0.003057494112903485,0.0894448974180991,0.1696320255211808,0.053664394849714844,0.04881044295764858
0,8,20,5,small,0.0,0.5,1.0081348419189453,optimal,3.9883651733398438,optimal,0.0022978782653808594,optimal,0.0032708377451056083,0.0556241277141447,0.17787129628910067,0.04335922612031729,0.0146299651912849
0,8,20,10,big,0.0,0.0,50.009315967559814,time_limit,4.254611968994141,optimal,0.003055095672607422,optimal,0.04072509226203367,0.2713864461663166,0.6381621444588645,0.47377559738740815,0.14834828204700412
0,8,20,10,big,0.25,0.25,50.01439380645752,time_limit,10.005459070205688,time_limit,0.004305124282836914,optimal,0.039505376780551604,0.1404638556084044,0.8034540508947233,0.4809476041514566,0.0
0,8,20,10,big,0.5,0.0,50.00842905044556,time_limit,4.449059009552002,optimal,0.003909111022949219,optimal,0.044416620482031356,0.1267344719881084,0.8746075994618979,0.3141896963353488,0.0
0,8,20,10,big,0.0,0.5,50.010929107666016,time_limit,0.7308371067047119,optimal,0.004267215728759766,optimal,0.014069779919667642,0.09796255368882548,0.5265336915971811,0.1993466297576596,0.02039085580939992
0,8,20,20,big,0.0,0.0,50.01828193664551,time_limit,10.003084897994995,time_limit,0.008700132369995117,optimal,0.028391098791985127,0.08711516512751646,0.7535396312336217,0.3066530974567516,0.011106546383741422
0,8,20,20,big,0.25,0.25,50.02548599243164,time_limit,10.00649094581604,time_limit,0.01248788833618164,optimal,0.01995797690604228,0.08641029911012507,0.8448826911696068,0.2577842998500891,0.011943127070383586
0,8,20,20,big,0.5,0.0,50.016193151474,time_limit,10.008822917938232,time_limit,0.010378837585449219,optimal,0.055563994664734426,0.1049772330984301,1.4292871398784865,0.2681030088360462,0.0
0,8,20,20,big,0.0,0.5,50.01811385154724,time_limit,10.004272937774658,time_limit,0.011104106903076172,optimal,0.012465693646863644,0.08318830494666886,0.7060624778321309,0.3648805014675644,0.002275118371616758
1,2,5,5,small,0.0,0.0,0.5099520683288574,optimal,0.716541051864624,optimal,0.00043201446533203125,optimal,0.03115318721203362,0.20199160382925901,0.3946719347257518,0.017724837977607596,0.11419479789530484
1,2,5,5,small,0.25,0.25,1.5734970569610596,optimal,0.624547004699707,optimal,0.000698089599609375,optimal,0.01710366455071203,0.14337882822218534,0.40466666702228876,0.021202013106914948,0.05184448826427013
1,2,5,5,small,0.5,0.0,3.8677752017974854,optimal,0.5964400768280029,optimal,0.0009350776672363281,optimal,0.015649383452968273,0.2027231823435952,0.394739469461862,0.01642663420972687,0.11556197134635937
1,2,5,5,small,0.0,0.5,1.5702691078186035,optimal,0.23266196250915527,optimal,0.0005669593811035156,optimal,0.017472390504138364,0.12709942425050208,0.411353553220826,0.023251648584697793,0.03320288931398796
1,2,5,10,big,0.0,0.0,0.2672569751739502,optimal,0.25800395011901855,optimal,0.0006651878356933594,optimal,0.0010783710945458777,0.07822363543882357,0.10384464813103647,9.328106138043023e-10,0.06783917015931462
1,2,5,10,big,0.25,0.25,1.2988190650939941,optimal,0.3906550407409668,optimal,0.00098419189453125,optimal,0.0008367808023259088,0.029874558007217937,0.123272373896829,5.042278435034953e-08,0.01754729540614286
1,2,5,10,big,0.5,0.0,0.44107890129089355,optimal,0.6945979595184326,optimal,0.0009219646453857422,optimal,0.0005391879146666093,0.07822355998883895,0.1038448761053196,2.452465139728664e-08,0.06783906011598129
1,2,5,10,big,0.0,0.5,0.5392758846282959,optimal,0.5722160339355469,optimal,0.0007119178771972656,optimal,0.0008809815356804418,0.02296246544728837,0.12885738845790787,3.631796567106027e-10,0.010076726419907756
1,2,5,20,big,0.0,0.0,50.00893187522888,time_limit,0.8019430637359619,optimal,0.0006918907165527344,optimal,0.010685743261310852,0.3700662427122119,0.46229305124154424,0.2897543467882494,0.20207441675601
1,2,5,20,big,0.25,0.25,50.00373697280884,time_limit,0.7936599254608154,optimal,0.0013630390167236328,optimal,0.01042892238525266,0.07501826323036301,0.6338054801720495,0.048657622301726815,0.018999178070897127
1,2,5,20,big,0.5,0.0,50.00849890708923,time_limit,0.8918519020080566,optimal,0.0010089874267578125,optimal,0.011379190192628145,0.1977022705336972,0.6134202956058112,0.0888161858244346,0.12262316284118935
1,2,5,20,big,0.0,0.5,50.006242990493774,time_limit,0.802466869354248,optimal,0.0009038448333740234,optimal,0.006531385143435564,0.1591244819291215,0.5084170741579629,0.2438807418596233,0.0117632572914117
1,2,10,5,small,0.0,0.0,0.38625097274780273,optimal,0.16467714309692383,optimal,0.0004260540008544922,optimal,0.0006291096732245286,0.012633032754866564,0.056085188473630386,0.002831990120280974,0.0
