K,m,n,size,objective,dd_face_time,dd_face_gap,dd_face_status,d_face_time,d_face_status,G
2,100,100,big,421.90073234590574,300.03653502464294,1.0,time_limit,0.031352996826171875,optimal,969.3055955949098
